"id","loc","v(g)","ev(g)","iv(g)","n","v","l","d","i","e","b","t","lOCode","lOComment","lOBlank","locCodeAndComment","uniq_Op","uniq_Opnd","total_Op","total_Opnd","branchCount","defects"
"455","37","6","1","4","104","524.62","0.04","23.75","22.09","12459.65","0.17","692.2","29","0","4","0","19","14","69","35","11",""
"456","12","3","3","1","38","158.46","0.09","11.38","15.62","1851.83","0.06","102.88","8","0","2","0","13","8","23","15","5",""
"457","27","3","1","3","46","202.05","0.11","9.35","22.46","1819.34","0.07","101.07","17","4","3","0","13","10","30","16","5",""
"458","40","5","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","1"
"459","12","2","1","1","29","112","0.17","6","18","648","0.04","36","10","0","0","0","7","7","17","12","3",""
"460","24","5","1","1","54","247.59","0.08","12","18.99","2911.92","0.08","161.77","16","1","5","0","12","12","30","24","9","1"
"461","11","2","1","2","42","142.7","0.24","4.2","39.45","542.09","0.05","30.12","8","0","1","0","7","15","22","18","3",""
"462","73","3","1","2","255","1466.35","0.04","24.31","59.15","32106.8","0.49","1783.71","63","0","8","0","19","43","148","97","5","1"
"463","30","4","4","1","52","235.23","0.1","9.63","23.33","2371.85","0.08","131.77","19","4","5","0","11","12","29","21","7",""
"464","90","19","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37",""
"465","34","6","4","2","94","441.17","0.04","23.57","18.99","9690.41","0.13","538.36","27","0","4","0","20","14","52","36","11",""
"466","24","3","1","3","52","235.23","0.09","11","22.42","2900.87","0.08","161.16","15","0","5","0","12","12","30","22","5",""
"467","20","13","13","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25",""
"468","519","29","1","23","2372","17955.7","0.01","83.56","214.88","1500388.97","5.99","83354.94","470","7","40","1","25","168","870","1103","47","1"
"469","16","3","1","3","57","279.69","0.1","9.62","34.44","2656.99","0.09","145.27","13","0","1","0","12","17","34","23","5",""
"470","17","3","1","2","41","180.09","0.11","8.8","20.23","1463.02","0.06","81.28","13","0","2","0","12","10","24","17","5",""
"471","35","3","1","3","115","603.94","0.06","16.35","37.51","10675.05","0.2","593.06","25","2","4","0","17","23","71","44","5",""
"472","20","3","1","3","62","272.32","0.08","12.38","22.51","3295.12","0.09","183.06","17","0","1","0","11","13","36","26","5",""
"473","4","1","1","1","9","27","0.5","2","13.5","60","0.01","3.33","2","0","0","0","4","4","5","4","1",""
"474","21","4","1","2","51","230.7","0.11","9.1","22.62","2130.49","0.08","118.36","15","0","2","0","14","10","33","14","7",""
"475","24","3","1","2","71","358.15","0.07","13.8","26.02","4995.78","0.12","277.44","18","0","4","0","12","15","42","34","5",""
"476","12","5","5","1","36","152.93","0.09","11.14","13.72","1704.03","0.05","94.67","9","0","1","0","12","7","23","13","9",""
"477","17","2","1","1","38","148.46","0.13","7.5","20","1043.09","0.05","57.95","11","0","3","0","10","9","23","15","3",""
"478","30","7","1","3","94","461.25","0.05","18.27","25.75","9305.42","0.15","516.97","19","3","5","0","16","15","55","39","13",""
"479","13","2","1","2","48","217.13","0.07","14","14.63","3187.28","0.07","177.07","10","0","1","0","12","8","30","18","3",""
"480","32","1","1","1","70","291.89","0.16","6.39","45.24","1954.64","0.1","108.59","25","0","0","0","7","19","37","31","1",""
"481","8","1","1","1","20","70.31","0.25","4","20.09","320.09","0.03","17.78","6","0","0","0","8","6","14","6","1",""
"482","14","2","1","2","22","86.04","0.29","3.5","23.93","293.17","0.03","16.29","12","0","0","0","7","6","15","7","3",""
"483","34","1","1","1","80","407","0.09","10.91","37.31","4439.97","0.14","246.66","21","4","7","0","12","22","40","40","1",""
"484","35","2","1","2","77","410","0.12","8.18","50.11","3354.55","0.14","186.36","28","0","5","0","10","22","46","31","3","1"
"485","7","1","1","1","16","59.21","0.21","4.8","11.53","241.76","0.02","13.43","3","1","1","0","8","5","10","6","1",""
"486","122","13","5","12","396","2637.8","0.02","48.12","48.69","97260.72","0.88","5403.37","88","4","10","1","23","43","246","175","25","1"
"487","8","2","1","1","21","85.84","0.17","6","12.69","402.61","0.03","22.37","6","0","0","0","6","6","13","8","3",""
"488","24","8","8","1","82","375.97","0.06","16.07","23.93","5892.59","0.13","327.37","17","0","1","2","13","13","51","31","15",""
"489","8","2","1","1","17","64.73","0.18","5.63","11.52","364.87","0.02","20.81","6","0","0","0","9","4","10","5","3",""
"490","8","1","1","1","25","102.19","0.26","3.85","19.93","420.27","0.03","23.35","4","0","1","0","6","10","14","11","1",""
"491","10","2","1","2","21","82.04","0.22","4.5","17.36","329.04","0.03","18.28","7","0","1","0","9","9","12","9","3",""
"492","13","2","1","1","33","147.16","0.11","8.67","16.98","1275.4","0.05","70.86","8","0","3","0","13","9","21","12","3",""
"493","50","11","1","7","151","773.29","0.05","21.64","36.89","17267.89","0.26","959.97","38","0","9","0","17","19","95","56","21",""
"494","83","15","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29",""
"495","110","25","15","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","1"
"496","7","2","1","1","15","55.51","0.19","5.25","9.23","266.27","0.02","14.79","4","0","1","0","8","4","9","6","3",""
"497","79","3","1","3","190","1063.77","0.05","21.64","44.02","18057.3","0.35","1003.18","51","8","5","8","14","29","105","79","5","1"
"498","7","1","1","1","14","48.43","0.19","5.33","9.08","258.3","0.02","14.35","3","0","1","0","8","3","10","4","1",""
"499","8","2","1","1","15","53.77","0.25","4","12.8","225.85","0.02","12.55","5","0","1","0","8","5","10","5","3",""
"500","17","3","1","3","85","437.22","0.07","15.17","29.16","6299.19","0.15","349.95","11","0","4","0","11","15","51","44","5",""
"501","32","5","1","4","74","376.04","0.08","12.86","31.84","4740.18","0.13","263.34","21","1","8","0","15","14","49","25","9",""
"502","9","1","1","1","37","151.24","0.15","6.86","21.33","1220.75","0.05","67.82","6","0","1","0","8","7","24","13","1",""
"503","26","14","11","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","1"
"504","16","2","1","2","49","211.77","0.11","9","22.46","1819.07","0.07","101.06","14","0","1","0","12","11","28","21","3",""
"505","37","3","1","3","100","532.19","0.07","14","36.86","7671.72","0.18","426.21","29","0","5","1","14","22","58","46","5",""
"506","39","9","9","3","115","527.79","0.03","29.62","18.23","17027.1","0.19","945.53","28","2","5","0","19","12","62","49","17","1"
"507","8","1","1","1","12","39.86","0.4","2.5","15.95","119.59","0.01","6.64","4","0","2","0","5","5","7","5","1","1"
"508","33","6","1","4","103","554.48","0.07","14.03","40.7","8059.98","0.18","447.78","25","3","3","0","16","23","64","39","11","1"
"509","9","2","1","2","19","60.23","0.24","4.2","14.51","255.97","0.02","14.22","7","0","1","0","7","5","11","6","3",""
"510","57","9","9","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","1"
"511","66","14","9","12","219","1173.3","0.03","36.83","31.85","43216.69","0.39","2400.93","43","2","19","0","21","24","115","104","27",""
"512","29","3","1","3","91","470.46","0.09","11.74","42.1","5113.31","0.16","284.07","22","0","2","0","15","22","55","34","5",""
"513","54","8","1","5","168","938.27","0.05","18.75","48.5","16230.05","0.31","901.67","43","0","9","0","15","28","102","66","15",""
"514","25","4","1","3","61","286.73","0.08","12.25","24.04","3166.92","0.1","175.94","19","0","4","0","12","16","36","25","7","1"
"515","14","2","1","2","19","72.34","0.27","3.86","20.08","289.36","0.02","16.07","10","0","2","0","6","7","10","9","3",""
"516","32","5","3","4","83","406.24","0.07","15.23","26.5","5879.93","0.14","326.66","19","1","6","0","16","17","49","37","9",""
"517","8","1","1","1","15","48.43","0.28","3.6","13.45","174.36","0.02","9.69","4","0","1","0","6","5","9","6","1",""
"518","28","4","1","2","43","195.04","0.11","9.5","22.81","1796.01","0.07","99.78","18","4","3","0","11","11","24","19","7",""
"519","9","6","6","2","24","98.1","0.13","7.75","11.89","800.91","0.03","44.5","6","0","0","0","11","6","15","9","11",""
"520","8","1","1","1","20","71.7","0.15","6.67","11.95","455.68","0.02","25.32","6","0","0","0","8","6","12","8","1",""
"521","19","3","1","3","54","229.39","0.15","6.75","37.06","1269.52","0.08","70.08","14","0","3","0","6","14","30","24","5",""
"522","178","10","4","6","547","3113.43","0.02","56.83","56.03","213471.74","1.04","11859.54","107","32","21","0","22","46","340","207","19","1"
"523","43","1","1","1","196","1076.16","0.05","21.71","52.23","23738.4","0.36","1318.8","37","0","8","0","10","28","114","92","1","1"
"524","7","1","1","1","19","68.11","0.21","4.67","15.38","342.66","0.02","19.03","5","0","0","0","7","6","11","8","1",""
"525","11","1","1","1","24","91.38","0.19","5.25","16.05","492.2","0.03","27.34","7","0","2","0","7","6","15","9","1",""
"526","8","3","3","1","25","102.19","0.11","9.33","9.3","929.12","0.03","51.76","6","0","0","0","12","6","17","8","5",""
"527","32","7","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11",""
"528","17","2","1","2","53","240.81","0.07","13.8","18.97","3035.71","0.08","168.65","13","1","2","0","13","10","30","23","3",""
"529","4","1","1","1","12","39.86","0.33","3","13.29","134.92","0.01","7.5","2","0","0","0","6","5","8","5","1",""
"530","26","4","4","3","88","458.43","0.1","10.64","44.86","5113.31","0.15","284.07","19","0","5","0","13","25","47","41","7",""
"531","23","3","1","2","44","218.72","0.11","9.29","20.96","2031.02","0.06","112.83","14","0","5","0","13","14","24","20","5",""
"532","26","2","1","2","85","413.59","0.11","9.29","41.96","3483.47","0.14","193.53","23","0","1","0","8","20","45","40","3",""
"533","50","24","24","13","162","524.66","0.03","31.12","17.54","26598.86","0.17","1489.32","40","0","9","0","14","8","102","31","47",""
"534","17","1","1","1","39","148.46","0.15","6.5","21.21","1039.23","0.05","57.74","11","0","3","0","7","7","24","15","1",""
"535","61","9","3","5","145","737.42","0.03","29.2","25.48","27392.06","0.25","1521.78","45","1","9","0","18","20","78","67","17",""
"536","12","2","1","2","26","101.58","0.19","5.4","19.94","548.26","0.03","30.46","8","0","2","0","9","10","14","12","3",""
"537","19","3","1","3","56","256.76","0.08","12.83","19.11","3534.72","0.09","196.06","16","0","1","0","14","12","34","22","5",""
"538","21","3","1","2","45","197.65","0.1","10.11","20.38","2127.42","0.07","118.2","15","0","3","0","13","9","28","15","5","1"
"539","29","14","7","1","123","566.78","0.03","39.38","13.16","18195.59","0.19","1010.87","24","0","3","0","18","8","82","31","27",""
"540","41","3","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1"
"541","12","2","1","2","21","77.71","0.11","9.33","7.47","651.1","0.03","36.17","7","0","3","0","7","3","12","9","3",""
"542","18","3","1","2","31","121.11","0.13","7.71","16.14","908.35","0.04","50.46","13","1","1","0","9","7","17","14","5",""
"543","39","6","3","5","128","648.26","0.04","25.91","25.48","17893.93","0.22","994.11","31","0","6","0","20","22","70","58","11",""
"544","112","6","1","5","167","927.62","0.04","22.73","39.63","18403.18","0.31","1022.4","44","4","39","7","19","24","96","67","11",""
"545","8","1","1","1","23","96","0.2","5","19.2","480","0.03","26.67","6","0","0","0","8","8","13","10","1",""
"546","21","5","1","4","67","331.93","0.1","9.75","34.85","3236.33","0.11","179.8","17","0","4","0","12","18","36","31","9",""
"547","23","3","1","2","57","276.9","0.09","10.15","27.46","3212.3","0.09","178.46","17","0","4","0","11","13","33","24","5",""
"548","61","6","1","1","192","1014.8","0.03","31.63","32.09","32092.96","0.34","1782.94","49","0","11","1","23","16","148","44","11",""
"549","23","1","1","1","111","536.44","0.07","14.55","36.37","7912.5","0.18","439.58","15","0","4","0","8","11","71","40","1",""
"550","70","3","1","2","187","1083.43","0.06","15.59","71.84","15920.32","0.36","888.7","41","7","17","8","17","44","97","80","5","1"
"551","39","4","1","2","174","866.52","0.03","30","27.03","29083.27","0.29","1615.74","30","0","7","0","14","15","104","70","7",""
"552","19","3","1","3","50","216.1","0.05","20","12.83","5601.2","0.07","311.18","14","0","3","0","15","6","30","18","5",""
"553","13","2","1","2","34","144.43","0.17","5.85","23.98","807.02","0.05","44.83","9","0","2","0","9","10","19","13","3",""
"554","18","2","1","2","99","533.45","0.05","15.88","37.75","10567.51","0.18","587.08","14","1","1","0","12","17","51","44","3",""
"555","28","3","1","2","84","403.82","0.1","9.86","41.03","4017.03","0.13","223.17","19","2","4","0","10","19","47","37","5",""
"556","9","2","1","2","23","85.11","0.11","8","10.16","835.09","0.03","46.39","7","0","0","0","9","4","15","8","3",""
"557","11","1","1","1","43","191.76","0.12","8.18","21.18","1796.01","0.06","99.78","7","0","2","0","11","11","28","15","1",""
"558","35","7","5","4","108","549.45","0.05","19.5","28.11","11081.16","0.18","615.62","31","1","3","0","20","21","64","44","13","1"
"559","74","8","1","8","298","1753.03","0.03","30.64","48.69","55302.55","0.58","3072.36","61","0","14","0","21","28","186","112","15","1"
"560","229","43","35","42","715","4840.74","0.02","59.68","91.13","243786.81","1.61","13543.71","177","3","21","2","22","71","436","270","85","1"
"561","6","1","1","1","14","50.19","0.5","2.5","24.21","124.57","0.02","6.92","4","0","0","0","5","5","9","5","1",""
"562","18","1","1","1","63","302.86","0.12","8.59","33.47","2628.33","0.1","146.75","12","0","5","0","11","16","36","29","1",""
"563","33","1","1","1","144","755.71","0.11","13.78","85.12","11790.68","0.25","655.04","26","0","1","0","12","33","83","63","1",""
"564","57","5","3","5","191","1025.56","0.06","15.93","67.34","15279.97","0.34","848.89","39","3","8","4","17","43","110","89","9","1"
"565","41","4","1","4","127","675.05","0.04","22.67","29.1","15688.14","0.23","871.56","33","0","4","0","20","25","72","51","7",""
"566","15","2","1","2","29","123.19","0.11","8.94","13.78","1101.01","0.04","61.17","9","0","4","0","11","8","16","13","3","1"
"567","157","4","1","4","581","3614.71","0.04","24.32","132.52","63876.98","1.2","3548.72","120","3","38","0","12","56","307","271","7","1"
"568","84","4","1","4","272","1683.63","0.06","17.51","96.16","29478.87","0.51","1637.72","51","16","13","0","18","55","165","107","7","1"
"569","17","4","1","2","41","182.84","0.07","13.71","13.27","2350.76","0.06","130.21","13","0","2","0","16","7","29","12","7",""
"570","6","1","1","1","17","60.94","0.4","2.5","27.24","152.36","0.02","8.46","3","0","1","0","5","7","10","7","1",""
"571","31","5","3","3","80","413.59","0.08","12.08","34.24","4995.78","0.14","277.54","21","1","2","0","17","19","53","27","9",""
"572","56","9","5","7","233","1286.99","0.03","32","40.26","41229.63","0.43","2290.53","46","5","10","0","16","28","124","112","17","1"
"573","7","2","1","1","16","44.92","0.25","4","11.23","179.67","0.01","9.98","5","1","0","0","4","3","10","6","3",""
"574","10","1","1","1","21","83.05","0.25","4","18.23","332.19","0.03","18.46","7","0","1","0","8","7","12","7","1",""
"575","15","5","1","5","68","340","0.07","13.36","25.22","4228.07","0.11","234.89","10","0","1","0","12","14","41","27","9",""
"576","25","6","3","2","66","320.63","0.08","12.79","24.17","3988.26","0.11","221.57","22","0","2","0","13","17","37","29","11",""
"577","6","1","1","1","15","58.81","0.22","4.5","13.02","247","0.02","13.72","4","0","0","0","5","6","10","6","1",""
"578","69","8","7","6","185","1088.29","0.04","22.68","47.98","24683","0.36","1371.28","46","3","13","0","23","36","114","71","15",""
"579","9","2","1","2","9","23.26","0.5","2","11.63","46.53","0.01","2.58","5","2","2","0","3","3","5","4","3",""
"580","19","1","1","1","54","264.97","0.09","10.83","24.16","2864.38","0.09","159.13","10","3","5","0","10","12","29","25","1",""
"581","4","1","1","1","3","4.75","0.5","2","0","0","0","0","2","0","0","0","4","2","3","2","1",""
"582","87","7","7","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","1"
"583","32","5","1","2","96","466.37","0.06","15.58","30.52","8525.76","0.17","473.65","24","0","4","0","18","25","51","51","9",""
"584","82","5","1","5","235","1382.42","0.05","19.53","71.09","29428.52","0.46","1634.92","51","14","9","0","21","47","145","98","9","1"
"585","34","6","1","5","139","725.91","0.05","19.83","35.2","13265.09","0.24","736.01","27","0","5","0","15","20","79","60","11",""
"586","86","7","1","3","256","1444.83","0.06","17.35","83.29","25062.19","0.48","1392.34","77","0","7","0","11","39","133","123","13",""
"587","22","4","1","3","65","309.07","0.08","13.33","22.5","4659.79","0.1","258.88","16","0","4","0","15","15","37","28","7",""
"588","34","6","5","3","181","870.13","0.03","39.27","17.91","32050.38","0.29","1780.58","25","2","5","1","23","15","115","46","11",""
"589","9","1","1","1","21","66.61","0.25","4","16.3","319.72","0.02","17.76","6","1","0","0","6","5","11","10","1",""
"590","6","1","1","1","33","134.89","0.23","4.36","30.91","588.59","0.04","32.7","6","0","1","0","6","11","27","12","1",""
"591","58","11","6","6","164","915.93","0.06","15.65","58.54","14034.78","0.31","779.71","49","1","6","0","17","34","88","76","21","1"
"592","69","5","1","4","279","1719.91","0.05","22.22","69.84","34761.37","0.57","1931.74","53","0","14","0","17","43","149","130","9",""
"593","30","7","1","4","89","418.34","0.04","27","16.78","9410.28","0.14","522.78","24","0","4","0","19","13","56","33","13",""
"594","11","2","1","2","34","142.62","0.14","7","17.67","1069.68","0.05","59.43","8","0","1","0","10","10","20","14","3",""
"595","11","2","1","2","24","91.38","0.11","9","9.05","732.92","0.03","40.72","7","0","2","0","8","4","16","6","3",""
"596","66","13","1","12","206","1162.63","0.03","32.61","35.66","37910.19","0.39","2106.12","53","0","11","0","22","22","131","83","16",""
"597","22","2","1","1","86","417.79","0.13","7.13","51.89","3330.19","0.14","185.01","16","1","1","0","9","23","46","40","3",""
"598","13","2","1","2","47","203.9","0.13","7.92","27.53","1634.99","0.07","90.83","10","0","1","0","11","12","28","19","3",""
"599","17","4","1","3","37","157.17","0.1","8","17.59","1560.92","0.05","86.56","13","0","2","0","11","8","25","12","7",""
"600","5","1","1","1","16","57.36","0.29","3.5","16.39","200.76","0.02","11.15","3","0","0","0","6","6","9","7","1",""
"601","7","3","1","1","20","71.7","0.14","7","11.38","451.71","0.02","25.09","5","0","0","0","7","4","13","7","5",""
"602","113","18","18","15","306","1869.21","0.04","25.73","73.17","51520.06","0.62","2862.23","82","3","18","0","20","53","187","125","35",""
"603","9","2","1","2","24","91.38","0.4","2.5","38.07","219.3","0.03","12.18","7","0","0","0","5","10","12","10","3",""
"604","27","4","1","4","60","294.41","0.08","12.38","24.52","3295.12","0.1","183.06","21","0","4","0","16","16","37","23","7","1"
"605","17","2","1","2","34","138.97","0.15","6.67","22.71","950.66","0.05","52.81","13","0","2","0","8","9","19","15","3",""
"606","12","2","1","2","29","118.54","0.09","11","9.41","1316.26","0.04","73.57","8","0","2","0","12","5","19","10","3",""
"607","22","3","3","2","56","260.06","0.07","14.55","18.43","3816.53","0.09","212.03","15","0","5","0","16","11","32","20","5",""
"608","10","2","1","2","25","108.05","0.12","8.33","12.92","867.34","0.04","48.19","6","0","1","0","10","6","16","9","3",""
"609","10","1","1","1","19","68.11","0.24","4.08","17.03","501.89","0.02","27.88","5","0","2","0","7","6","11","7","1","1"
"610","7","1","1","1","18","68.53","0.25","4","16.73","265.67","0.02","14.76","4","0","1","0","8","6","8","10","1",""
"611","96","8","3","5","194","1094.91","0.02","41.5","22.16","47477.11","0.36","2637.62","78","5","11","0","24","18","113","81","15",""
"612","18","3","3","2","62","307.16","0.06","16.14","16.41","4465.64","0.09","248.09","12","3","2","0","17","10","41","21","5",""
"613","20","2","1","2","56","279.69","0.13","7.67","36.48","2144.31","0.09","119.13","14","0","4","0","12","15","34","23","3",""
"614","129","18","12","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","1"
"615","15","3","1","2","41","180.09","0.08","13.22","14.22","2340.5","0.06","130.03","13","0","2","0","15","9","26","15","5",""
"616","35","6","4","5","117","595.23","0.07","13.33","40.7","8456.28","0.2","469.79","27","1","5","0","12","22","63","48","11",""
"617","26","6","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11",""
"618","20","7","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13",""
"619","35","4","3","2","165","801.57","0.06","15.68","50.09","14247.85","0.27","799.26","28","0","3","0","15","31","88","69","7","1"
"620","39","8","1","3","127","695.97","0.04","24.38","26.22","15988.94","0.23","888.27","28","5","5","0","18","21","74","58","15",""
"621","7","2","1","1","14","44.38","0.21","4.67","8.88","221.89","0.01","12.33","5","0","0","0","7","3","10","4","3",""
"622","25","2","1","2","49","218.51","0.11","9.29","23.05","2075.87","0.07","115.33","14","1","6","0","13","14","32","17","3",""
"623","62","11","8","4","211","1108.26","0.03","29.59","37.45","32796.42","0.38","1822.02","53","9","9","2","20","27","109","84","21",""
"624","19","5","3","2","47","212.61","0.12","8.08","25.77","1732.7","0.07","96.26","16","0","1","0","11","13","25","22","9",""
"625","24","2","1","2","116","613.12","0.06","17.68","33.58","10538.49","0.2","585.47","18","1","4","0","14","19","67","51","3",""
"626","44","10","3","7","146","762.25","0.04","25.5","28.02","19003.21","0.25","1055.73","33","0","8","0","18","20","85","61","19",""
"627","20","2","1","1","57","283.63","0.1","9.75","30.66","2770.36","0.09","153.91","8","0","5","1","13","16","33","24","3",""
"628","28","4","1","4","62","301.19","0.12","8.25","33.77","2505.61","0.1","139.2","23","1","3","1","11","16","36","26","7",""
"629","18","3","1","3","69","341.84","0.07","14","22.31","4216.49","0.11","234.25","15","0","1","0","13","13","43","30","5",""
"630","139","20","8","3","349","2113.88","0.02","64.31","32.04","132580.53","0.7","7365.58","85","35","26","0","28","32","202","147","39",""
"631","12","2","1","1","30","129.66","0.1","9.75","13.3","1264.16","0.04","70.23","9","0","1","0","12","8","16","13","3",""
"632","15","2","1","2","41","177.2","0.17","5.73","27.06","1057.26","0.06","58.74","11","0","2","0","9","12","25","16","3",""
"633","24","2","1","2","58","272.63","0.11","9.18","30.98","2614.85","0.09","145.27","19","0","1","0","12","17","30","28","3",""
"634","32","14","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27",""
"635","213","27","19","19","864","7648.43","0.02","91.11","142.15","1385089.67","2.55","76949.43","179","32","16","0","18","127","522","394","53","1"
"636","4","1","1","1","12","38.04","0.33","3","12.68","150.57","0.01","8.36","2","0","0","0","6","4","8","4","1",""
"637","45","18","12","5","136","713.72","0.04","26.55","26.88","18949.22","0.24","1052.73","39","6","4","0","19","20","88","59","35","1"
"638","26","3","3","2","62","301.19","0.09","11.25","26.11","3441.13","0.1","191.46","21","0","3","0","15","16","39","23","5",""
"639","101","48","49","10","464","2506.26","0.02","49.93","55.32","160384.57","0.84","8916.51","88","0","12","2","26","44","256","171","95",""
"640","22","3","1","2","49","227.55","0.12","8.18","26.7","1698.49","0.08","94.36","13","0","2","0","12","14","29","20","5",""
"641","18","3","1","2","54","237.19","0.08","11.85","21.13","2840.66","0.08","157.81","14","0","2","0","13","13","31","21","5",""
"642","16","3","1","2","34","144.43","0.14","7.22","20","1043.09","0.05","58.06","13","0","1","0","11","9","21","13","5",""
"643","12","2","1","2","31","124","0.15","6.5","19.08","806","0.04","44.78","7","0","3","0","8","8","18","13","3",""
"644","81","13","6","3","214","1173.36","0.03","37.73","35.01","58646.42","0.39","3258.13","46","20","18","0","19","31","119","110","25","1"
"645","537","29","13","27","1533","11410.03","0.01","69.28","412.83","1385089.67","3.8","76949.43","375","67","70","10","25","355","1031","546","57","1"
"646","14","2","1","2","30","129.66","0.19","5.32","24.38","917.55","0.04","50.98","9","0","3","0","9","9","17","13","3",""
"647","64","13","1","8","208","1251.02","0.03","29.84","46.08","31194.86","0.42","1733.05","40","7","10","0","21","31","126","86","24","1"
"648","19","6","6","3","64","317.07","0.07","15.3","20.49","4618.09","0.11","256.39","15","0","2","0","18","15","35","25","11",""
"649","40","6","1","4","95","423.65","0.08","13","34.85","6327.68","0.14","351.54","38","0","2","0","13","21","61","38","11",""
"650","41","6","4","4","122","684.98","0.05","19.38","36.82","12391.41","0.23","688.41","30","5","5","0","19","26","73","47","11",""
"651","12","3","1","3","27","108.42","0.18","5.71","19.45","758.93","0.04","42.16","10","0","0","0","8","7","17","10","5",""
"652","7","2","1","1","18","64.53","0.21","4.67","14.69","349.52","0.02","19.08","5","0","0","0","7","6","11","8","3",""
"653","10","1","1","1","14","46.51","0.33","3","15.5","139.52","0.02","7.75","6","0","2","0","5","5","8","6","1","1"
"654","65","4","1","3","154","803.46","0.04","24.94","32.81","20671.12","0.27","1148.4","37","18","9","0","18","24","89","65","7",""
"655","11","2","1","2","22","88","0.17","5.83","15.09","513.33","0.03","28.52","9","0","0","0","10","6","14","7","3",""
"656","32","1","1","1","68","333.67","0.1","10.33","29.78","3357.12","0.11","186.51","22","0","4","0","12","15","35","31","1",""
"657","18","11","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21",""
"658","204","22","19","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","1"
"659","24","6","1","3","71","341.32","0.07","14.4","25.8","4833.96","0.11","268.55","21","0","2","0","12","15","39","32","11",""
"660","89","12","1","8","286","1675.06","0.02","40.87","37.81","53766.34","0.56","2987.02","71","4","11","0","22","32","145","121","23","1"
"661","7","1","1","1","12","39.86","0.42","2.4","15.95","99.66","0.02","5.54","5","0","0","0","4","5","8","6","1",""
"662","29","3","1","2","58","262.37","0.13","7.5","33.68","2109.08","0.09","117.17","22","0","3","0","10","14","37","21","5","1"
"663","22","3","1","2","55","252.17","0.11","9.05","26.54","2395.64","0.08","133.09","18","0","2","0","10","15","31","26","5",""
"664","150","38","29","4","353","2266.6","0.03","38.46","62.09","86388.8","0.76","4799.38","114","6","16","0","31","62","193","160","72","1"
"665","24","8","1","3","133","686.53","0.03","35","18.23","19367.71","0.23","1075.98","17","0","5","0","25","11","93","40","15","1"
"666","21","4","1","4","46","208.08","0.14","7.2","26.43","1405.66","0.07","78.09","14","0","3","0","9","10","29","17","7",""
"667","22","2","1","2","107","518.63","0.1","9.75","57.3","6360.31","0.17","353.35","17","0","3","0","13","24","56","45","3",""
"668","11","2","1","2","24","100.08","0.22","4.5","20.44","407.97","0.03","22.67","7","0","2","0","9","8","14","8","3",""
"669","33","6","4","5","86","421.99","0.05","19.5","22.02","8228.86","0.15","457.16","24","0","5","0","15","15","50","36","11",""
"670","84","19","1","13","307","1569.45","0.03","32.04","48.35","49298.55","0.52","2738.81","77","5","1","0","15","32","167","118","22","1"
"671","28","2","1","2","81","399.54","0.16","6.25","66.85","2395.64","0.13","133.09","18","0","8","0","8","24","46","35","3","1"
"672","43","5","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9",""
"673","79","19","1","6","191","1141.66","0.03","34.31","31.96","38615.5","0.38","2145.65","54","15","6","2","24","29","112","84","37","1"
"674","32","3","1","2","133","696.98","0.03","28.78","28.99","22132.54","0.23","1229.03","20","4","7","0","17","21","79","64","5",""
"675","22","5","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9",""
"676","78","17","12","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33",""
"677","22","6","6","3","91","466.76","0.05","18.82","25.43","10285.77","0.16","571.43","15","1","3","0","18","17","55","36","11",""
"678","25","8","5","2","116","585.13","0.04","23.68","21.6","12524.14","0.2","695.58","22","0","2","0","15","14","73","45","15",""
"679","53","5","3","4","146","777","0.05","20.05","35.02","17909.3","0.26","993.62","37","4","10","0","19","22","91","51","9","1"
"680","7","1","1","1","14","51.81","0.31","3.21","14.8","128.78","0.02","7.15","4","0","1","0","5","5","8","6","1",""
"681","17","2","1","2","36","155.59","0.15","6.82","23.15","1045.91","0.05","58.11","13","0","1","0","10","11","24","12","3",""
"682","88","33","22","17","402","2386.18","0.02","43.09","56.84","102811.39","0.8","5711.74","72","13","14","1","31","46","260","147","65","1"
"683","63","5","1","2","160","851.99","0.08","12.77","72.82","12004.59","0.28","666.92","53","1","6","0","12","34","95","71","6","1"
